"Variety","Foll_seg","Morpho_status","Variant"
"Native American Puebloan","Non-consonant","Non-past","Deleted"
"Native American Puebloan","Non-consonant","Non-past","Deleted"
"Native American Puebloan","Non-consonant","Non-past","Deleted"
"Native American Puebloan","Non-consonant","Non-past","Deleted"
"Native American Puebloan","Non-consonant","Non-past","Deleted"
"Native American Puebloan","Non-consonant","Non-past","Deleted"
"Native American Puebloan","Non-consonant","Non-past","Deleted"
"Native American Puebloan","Non-consonant","Non-past","Deleted"
"Native American Puebloan","Non-consonant","Non-past","Deleted"
"Native American Puebloan","Non-consonant","Non-past","Deleted"
"Native American Puebloan","Non-consonant","Non-past","Deleted"
"Native American Puebloan","Non-consonant","Non-past","Deleted"
"Native American Puebloan","Non-consonant","Non-past","Retained"
"Native American Puebloan","Non-consonant","Non-past","Retained"
"Native American Puebloan","Non-consonant","Non-past","Retained"
"Native American Puebloan","Non-consonant","Non-past","Retained"
"Native American Puebloan","Non-consonant","Non-past","Retained"
"Native American Puebloan","Non-consonant","Non-past","Retained"
"Native American Puebloan","Non-consonant","Non-past","Retained"
"Native American Puebloan","Non-consonant","Non-past","Retained"
"Native American Puebloan","Non-consonant","Non-past","Retained"
"Native American Puebloan","Non-consonant","Non-past","Retained"
"Native American Puebloan","Non-consonant","Non-past","Retained"
"Native American Puebloan","Non-consonant","Non-past","Retained"
"Native American Puebloan","Non-consonant","Past","Deleted"
"Native American Puebloan","Non-consonant","Past","Deleted"
"Native American Puebloan","Non-consonant","Past","Deleted"
"Native American Puebloan","Non-consonant","Past","Deleted"
"Native American Puebloan","Non-consonant","Past","Deleted"
"Native American Puebloan","Non-consonant","Past","Deleted"
"Native American Puebloan","Non-consonant","Past","Deleted"
"Native American Puebloan","Non-consonant","Past","Deleted"
"Native American Puebloan","Non-consonant","Past","Deleted"
"Native American Puebloan","Non-consonant","Past","Deleted"
"Native American Puebloan","Non-consonant","Past","Deleted"
"Native American Puebloan","Non-consonant","Past","Deleted"
"Native American Puebloan","Non-consonant","Past","Deleted"
"Native American Puebloan","Non-consonant","Past","Deleted"
"Native American Puebloan","Non-consonant","Past","Deleted"
"Native American Puebloan","Non-consonant","Past","Deleted"
"Native American Puebloan","Non-consonant","Past","Deleted"
"Native American Puebloan","Non-consonant","Past","Deleted"
"Native American Puebloan","Non-consonant","Past","Deleted"
"Native American Puebloan","Non-consonant","Past","Deleted"
"Native American Puebloan","Non-consonant","Past","Deleted"
"Native American Puebloan","Non-consonant","Past","Deleted"
"Native American Puebloan","Non-consonant","Past","Deleted"
"Native American Puebloan","Non-consonant","Past","Deleted"
"Native American Puebloan","Non-consonant","Past","Deleted"
"Native American Puebloan","Non-consonant","Past","Deleted"
"Native American Puebloan","Non-consonant","Past","Deleted"
"Native American Puebloan","Non-consonant","Past","Deleted"
"Native American Puebloan","Non-consonant","Past","Deleted"
"Native American Puebloan","Non-consonant","Past","Deleted"
"Native American Puebloan","Non-consonant","Past","Deleted"
"Native American Puebloan","Non-consonant","Past","Deleted"
"Native American Puebloan","Non-consonant","Past","Deleted"
"Native American Puebloan","Non-consonant","Past","Deleted"
"Native American Puebloan","Non-consonant","Past","Deleted"
"Native American Puebloan","Non-consonant","Past","Deleted"
"Native American Puebloan","Non-consonant","Past","Deleted"
"Native American Puebloan","Non-consonant","Past","Deleted"
"Native American Puebloan","Non-consonant","Past","Deleted"
"Native American Puebloan","Non-consonant","Past","Deleted"
"Native American Puebloan","Non-consonant","Past","Deleted"
"Native American Puebloan","Non-consonant","Past","Deleted"
"Native American Puebloan","Non-consonant","Past","Deleted"
"Native American Puebloan","Non-consonant","Past","Deleted"
"Native American Puebloan","Non-consonant","Past","Deleted"
"Native American Puebloan","Non-consonant","Past","Deleted"
"Native American Puebloan","Non-consonant","Past","Deleted"
"Native American Puebloan","Non-consonant","Past","Deleted"
"Native American Puebloan","Non-consonant","Past","Deleted"
"Native American Puebloan","Non-consonant","Past","Deleted"
"Native American Puebloan","Non-consonant","Past","Deleted"
"Native American Puebloan","Non-consonant","Past","Deleted"
"Native American Puebloan","Non-consonant","Past","Deleted"
"Native American Puebloan","Non-consonant","Past","Deleted"
"Native American Puebloan","Non-consonant","Past","Deleted"
"Native American Puebloan","Non-consonant","Past","Deleted"
"Native American Puebloan","Non-consonant","Past","Deleted"
"Native American Puebloan","Non-consonant","Past","Deleted"
"Native American Puebloan","Non-consonant","Past","Deleted"
"Native American Puebloan","Non-consonant","Past","Deleted"
"Native American Puebloan","Non-consonant","Past","Deleted"
"Native American Puebloan","Non-consonant","Past","Deleted"
"Native American Puebloan","Non-consonant","Past","Deleted"
"Native American Puebloan","Non-consonant","Past","Deleted"
"Native American Puebloan","Non-consonant","Past","Deleted"
"Native American Puebloan","Non-consonant","Past","Deleted"
"Native American Puebloan","Non-consonant","Past","Deleted"
"Native American Puebloan","Non-consonant","Past","Deleted"
"Native American Puebloan","Non-consonant","Past","Deleted"
"Native American Puebloan","Non-consonant","Past","Deleted"
"Native American Puebloan","Non-consonant","Past","Deleted"
"Native American Puebloan","Non-consonant","Past","Deleted"
"Native American Puebloan","Non-consonant","Past","Deleted"
"Native American Puebloan","Non-consonant","Past","Deleted"
"Native American Puebloan","Non-consonant","Past","Deleted"
"Native American Puebloan","Non-consonant","Past","Deleted"
"Native American Puebloan","Non-consonant","Past","Deleted"
"Native American Puebloan","Non-consonant","Past","Deleted"
"Native American Puebloan","Non-consonant","Past","Deleted"
"Native American Puebloan","Non-consonant","Past","Deleted"
"Native American Puebloan","Non-consonant","Past","Deleted"
"Native American Puebloan","Non-consonant","Past","Retained"
"Native American Puebloan","Non-consonant","Past","Retained"
"Native American Puebloan","Non-consonant","Past","Retained"
"Native American Puebloan","Non-consonant","Past","Retained"
"Native American Puebloan","Non-consonant","Past","Retained"
"Native American Puebloan","Non-consonant","Past","Retained"
"Native American Puebloan","Non-consonant","Past","Retained"
"Native American Puebloan","Non-consonant","Past","Retained"
"Native American Puebloan","Non-consonant","Past","Retained"
"Native American Puebloan","Non-consonant","Past","Retained"
"Native American Puebloan","Non-consonant","Past","Retained"
"Native American Puebloan","Non-consonant","Past","Retained"
"Native American Puebloan","Non-consonant","Past","Retained"
"Native American Puebloan","Non-consonant","Past","Retained"
"Native American Puebloan","Non-consonant","Past","Retained"
"Native American Puebloan","Non-consonant","Past","Retained"
"Native American Puebloan","Non-consonant","Past","Retained"
"Native American Puebloan","Non-consonant","Past","Retained"
"Native American Puebloan","Non-consonant","Past","Retained"
